CustomerID,Cluster,Segment
12493.0,1,VIP Customers
12494.0,0,At-Risk Customers
12497.0,0,At-Risk Customers
12498.0,0,At-Risk Customers
12500.0,3,New/Occasional
12501.0,1,VIP Customers
12502.0,3,New/Occasional
12504.0,0,At-Risk Customers
12506.0,1,VIP Customers
12507.0,0,At-Risk Customers
12508.0,0,At-Risk Customers
12509.0,1,VIP Customers
12510.0,0,At-Risk Customers
12512.0,0,At-Risk Customers
12513.0,0,At-Risk Customers
12514.0,1,VIP Customers
12515.0,1,VIP Customers
12516.0,0,At-Risk Customers
12517.0,3,New/Occasional
12518.0,3,New/Occasional
12519.0,0,At-Risk Customers
12520.0,3,New/Occasional
12521.0,0,At-Risk Customers
12522.0,0,At-Risk Customers
12523.0,3,New/Occasional
12524.0,3,New/Occasional
12526.0,0,At-Risk Customers
12527.0,0,At-Risk Customers
12528.0,3,New/Occasional
12530.0,0,At-Risk Customers
12531.0,0,At-Risk Customers
12532.0,0,At-Risk Customers
12534.0,0,At-Risk Customers
12535.0,0,At-Risk Customers
12536.0,3,New/Occasional
12538.0,0,At-Risk Customers
12539.0,3,New/Occasional
12540.0,2,Loyal Regulars
12541.0,0,At-Risk Customers
12544.0,0,At-Risk Customers
12545.0,0,At-Risk Customers
12546.0,0,At-Risk Customers
12547.0,1,VIP Customers
12548.0,1,VIP Customers
12550.0,0,At-Risk Customers
12551.0,1,VIP Customers
12552.0,0,At-Risk Customers
12553.0,3,New/Occasional
12556.0,0,At-Risk Customers
12557.0,3,New/Occasional
12558.0,0,At-Risk Customers
12559.0,1,VIP Customers
12560.0,0,At-Risk Customers
12561.0,1,VIP Customers
12562.0,3,New/Occasional
12564.0,1,VIP Customers
12565.0,1,VIP Customers
12566.0,0,At-Risk Customers
12567.0,2,Loyal Regulars
12569.0,2,Loyal Regulars
12571.0,0,At-Risk Customers
12572.0,0,At-Risk Customers
12573.0,1,VIP Customers
12574.0,1,VIP Customers
12576.0,0,At-Risk Customers
12577.0,0,At-Risk Customers
12578.0,0,At-Risk Customers
12579.0,0,At-Risk Customers
12580.0,1,VIP Customers
12581.0,0,At-Risk Customers
12582.0,1,VIP Customers
12583.0,2,Loyal Regulars
12584.0,3,New/Occasional
12585.0,1,VIP Customers
12586.0,0,At-Risk Customers
12587.0,0,At-Risk Customers
12588.0,0,At-Risk Customers
12589.0,0,At-Risk Customers
12590.0,3,New/Occasional
12591.0,1,VIP Customers
12592.0,0,At-Risk Customers
12593.0,0,At-Risk Customers
12594.0,3,New/Occasional
12596.0,0,At-Risk Customers
12597.0,3,New/Occasional
12598.0,3,New/Occasional
12599.0,0,At-Risk Customers
12600.0,3,New/Occasional
12601.0,1,VIP Customers
12602.0,0,At-Risk Customers
12603.0,0,At-Risk Customers
12604.0,0,At-Risk Customers
12607.0,0,At-Risk Customers
12609.0,0,At-Risk Customers
12610.0,3,New/Occasional
12611.0,0,At-Risk Customers
12612.0,0,At-Risk Customers
12613.0,3,New/Occasional
12614.0,1,VIP Customers
12615.0,0,At-Risk Customers
12616.0,0,At-Risk Customers
12617.0,0,At-Risk Customers
12618.0,0,At-Risk Customers
12619.0,3,New/Occasional
12620.0,0,At-Risk Customers
12621.0,2,Loyal Regulars
12622.0,1,VIP Customers
12623.0,1,VIP Customers
12624.0,0,At-Risk Customers
12625.0,1,VIP Customers
12626.0,3,New/Occasional
12627.0,3,New/Occasional
12628.0,0,At-Risk Customers
12630.0,0,At-Risk Customers
12631.0,0,At-Risk Customers
12633.0,0,At-Risk Customers
12635.0,0,At-Risk Customers
12637.0,3,New/Occasional
12638.0,0,At-Risk Customers
12639.0,1,VIP Customers
12640.0,0,At-Risk Customers
12641.0,0,At-Risk Customers
12642.0,0,At-Risk Customers
12643.0,3,New/Occasional
12644.0,0,At-Risk Customers
12645.0,0,At-Risk Customers
12646.0,0,At-Risk Customers
12647.0,3,New/Occasional
12648.0,1,VIP Customers
12649.0,0,At-Risk Customers
12650.0,0,At-Risk Customers
12651.0,1,VIP Customers
12652.0,1,VIP Customers
12653.0,0,At-Risk Customers
12654.0,0,At-Risk Customers
12656.0,3,New/Occasional
12657.0,0,At-Risk Customers
12658.0,0,At-Risk Customers
12659.0,0,At-Risk Customers
12660.0,0,At-Risk Customers
12662.0,3,New/Occasional
12664.0,3,New/Occasional
12665.0,1,VIP Customers
12667.0,0,At-Risk Customers
12668.0,3,New/Occasional
12669.0,0,At-Risk Customers
12670.0,3,New/Occasional
12672.0,1,VIP Customers
12673.0,0,At-Risk Customers
12674.0,0,At-Risk Customers
12676.0,0,At-Risk Customers
12678.0,2,Loyal Regulars
12679.0,0,At-Risk Customers
12680.0,0,At-Risk Customers
12681.0,2,Loyal Regulars
12682.0,2,Loyal Regulars
12683.0,2,Loyal Regulars
12684.0,3,New/Occasional
12685.0,3,New/Occasional
12686.0,1,VIP Customers
12688.0,3,New/Occasional
12689.0,0,At-Risk Customers
12690.0,1,VIP Customers
12691.0,0,At-Risk Customers
12693.0,0,At-Risk Customers
12694.0,0,At-Risk Customers
12695.0,0,At-Risk Customers
12697.0,0,At-Risk Customers
12700.0,3,New/Occasional
12701.0,0,At-Risk Customers
12702.0,0,At-Risk Customers
12703.0,0,At-Risk Customers
12704.0,3,New/Occasional
12705.0,3,New/Occasional
12707.0,1,VIP Customers
12708.0,3,New/Occasional
12709.0,2,Loyal Regulars
12710.0,0,At-Risk Customers
12712.0,3,New/Occasional
12713.0,0,At-Risk Customers
12714.0,3,New/Occasional
12715.0,0,At-Risk Customers
12716.0,0,At-Risk Customers
12717.0,0,At-Risk Customers
12718.0,0,At-Risk Customers
12719.0,0,At-Risk Customers
12720.0,2,Loyal Regulars
12721.0,3,New/Occasional
12722.0,0,At-Risk Customers
12723.0,0,At-Risk Customers
12724.0,0,At-Risk Customers
12725.0,1,VIP Customers
12726.0,3,New/Occasional
12727.0,3,New/Occasional
12728.0,0,At-Risk Customers
12729.0,0,At-Risk Customers
12732.0,1,VIP Customers
12733.0,1,VIP Customers
12734.0,1,VIP Customers
12735.0,1,VIP Customers
12736.0,1,VIP Customers
12738.0,1,VIP Customers
12739.0,0,At-Risk Customers
12740.0,0,At-Risk Customers
12743.0,0,At-Risk Customers
12744.0,3,New/Occasional
12747.0,3,New/Occasional
12749.0,3,New/Occasional
12750.0,0,At-Risk Customers
12752.0,3,New/Occasional
12754.0,1,VIP Customers
12755.0,1,VIP Customers
12756.0,0,At-Risk Customers
12757.0,3,New/Occasional
12758.0,0,At-Risk Customers
12759.0,0,At-Risk Customers
12762.0,0,At-Risk Customers
12763.0,0,At-Risk Customers
12764.0,1,VIP Customers
12766.0,3,New/Occasional
12769.0,1,VIP Customers
12770.0,1,VIP Customers
12772.0,0,At-Risk Customers
12775.0,0,At-Risk Customers
12778.0,0,At-Risk Customers
12779.0,3,New/Occasional
12781.0,0,At-Risk Customers
12782.0,3,New/Occasional
12783.0,3,New/Occasional
12784.0,0,At-Risk Customers
12785.0,1,VIP Customers
12787.0,0,At-Risk Customers
12789.0,0,At-Risk Customers
12790.0,1,VIP Customers
12791.0,1,VIP Customers
12792.0,1,VIP Customers
12793.0,1,VIP Customers
12794.0,0,At-Risk Customers
12795.0,0,At-Risk Customers
12797.0,1,VIP Customers
12798.0,1,VIP Customers
12802.0,1,VIP Customers
12808.0,0,At-Risk Customers
12809.0,1,VIP Customers
12811.0,1,VIP Customers
12812.0,0,At-Risk Customers
12814.0,0,At-Risk Customers
12815.0,0,At-Risk Customers
12816.0,0,At-Risk Customers
12817.0,1,VIP Customers
12818.0,1,VIP Customers
12820.0,0,At-Risk Customers
12821.0,1,VIP Customers
12822.0,0,At-Risk Customers
12823.0,0,At-Risk Customers
12824.0,0,At-Risk Customers
12826.0,3,New/Occasional
12827.0,0,At-Risk Customers
12828.0,0,At-Risk Customers
12829.0,1,VIP Customers
12830.0,3,New/Occasional
12831.0,1,VIP Customers
12832.0,0,At-Risk Customers
12833.0,0,At-Risk Customers
12834.0,1,VIP Customers
12836.0,3,New/Occasional
12837.0,1,VIP Customers
12838.0,0,At-Risk Customers
12839.0,3,New/Occasional
12840.0,0,At-Risk Customers
12841.0,2,Loyal Regulars
12842.0,0,At-Risk Customers
12843.0,3,New/Occasional
12844.0,0,At-Risk Customers
12845.0,1,VIP Customers
12847.0,0,At-Risk Customers
12849.0,0,At-Risk Customers
12851.0,0,At-Risk Customers
12852.0,1,VIP Customers
12853.0,0,At-Risk Customers
12854.0,0,At-Risk Customers
12855.0,1,VIP Customers
12856.0,3,New/Occasional
12857.0,1,VIP Customers
12863.0,0,At-Risk Customers
12864.0,0,At-Risk Customers
12865.0,0,At-Risk Customers
12866.0,1,VIP Customers
12867.0,3,New/Occasional
12868.0,1,VIP Customers
12871.0,0,At-Risk Customers
12872.0,1,VIP Customers
12873.0,1,VIP Customers
12875.0,0,At-Risk Customers
12876.0,0,At-Risk Customers
12877.0,3,New/Occasional
12878.0,1,VIP Customers
12879.0,0,At-Risk Customers
12881.0,1,VIP Customers
12882.0,0,At-Risk Customers
12883.0,0,At-Risk Customers
12884.0,0,At-Risk Customers
12885.0,0,At-Risk Customers
12886.0,0,At-Risk Customers
12888.0,1,VIP Customers
12890.0,0,At-Risk Customers
12891.0,1,VIP Customers
12893.0,0,At-Risk Customers
12895.0,0,At-Risk Customers
12897.0,1,VIP Customers
12901.0,2,Loyal Regulars
12902.0,1,VIP Customers
12904.0,0,At-Risk Customers
12906.0,3,New/Occasional
12908.0,1,VIP Customers
12909.0,3,New/Occasional
12910.0,3,New/Occasional
12912.0,0,At-Risk Customers
12913.0,3,New/Occasional
12915.0,0,At-Risk Customers
12916.0,3,New/Occasional
12917.0,0,At-Risk Customers
12919.0,0,At-Risk Customers
12920.0,0,At-Risk Customers
12922.0,1,VIP Customers
12923.0,0,At-Risk Customers
12924.0,0,At-Risk Customers
12925.0,0,At-Risk Customers
12928.0,0,At-Risk Customers
12929.0,1,VIP Customers
12930.0,0,At-Risk Customers
12933.0,0,At-Risk Customers
12935.0,3,New/Occasional
12936.0,0,At-Risk Customers
12937.0,0,At-Risk Customers
12938.0,0,At-Risk Customers
12939.0,2,Loyal Regulars
12940.0,0,At-Risk Customers
12942.0,0,At-Risk Customers
12944.0,0,At-Risk Customers
12945.0,1,VIP Customers
12947.0,0,At-Risk Customers
12948.0,3,New/Occasional
12949.0,3,New/Occasional
12950.0,0,At-Risk Customers
12951.0,0,At-Risk Customers
12952.0,0,At-Risk Customers
12953.0,0,At-Risk Customers
12955.0,3,New/Occasional
12956.0,1,VIP Customers
12957.0,3,New/Occasional
12962.0,0,At-Risk Customers
12963.0,3,New/Occasional
12965.0,0,At-Risk Customers
12966.0,0,At-Risk Customers
12967.0,1,VIP Customers
12968.0,0,At-Risk Customers
12970.0,0,At-Risk Customers
12971.0,2,Loyal Regulars
12974.0,1,VIP Customers
12976.0,1,VIP Customers
12977.0,1,VIP Customers
12980.0,3,New/Occasional
12981.0,0,At-Risk Customers
12982.0,1,VIP Customers
12984.0,0,At-Risk Customers
12985.0,0,At-Risk Customers
12987.0,0,At-Risk Customers
12988.0,1,VIP Customers
12989.0,2,Loyal Regulars
12990.0,0,At-Risk Customers
12991.0,0,At-Risk Customers
12993.0,0,At-Risk Customers
12994.0,0,At-Risk Customers
12995.0,0,At-Risk Customers
12997.0,0,At-Risk Customers
12999.0,1,VIP Customers
13000.0,0,At-Risk Customers
13001.0,2,Loyal Regulars
13002.0,1,VIP Customers
13003.0,0,At-Risk Customers
13004.0,2,Loyal Regulars
13005.0,1,VIP Customers
13006.0,0,At-Risk Customers
13008.0,1,VIP Customers
13011.0,1,VIP Customers
13012.0,3,New/Occasional
13013.0,3,New/Occasional
13014.0,3,New/Occasional
13015.0,3,New/Occasional
13016.0,0,At-Risk Customers
13017.0,0,At-Risk Customers
13018.0,2,Loyal Regulars
13021.0,3,New/Occasional
13023.0,0,At-Risk Customers
13026.0,0,At-Risk Customers
13027.0,3,New/Occasional
13028.0,0,At-Risk Customers
13029.0,0,At-Risk Customers
13030.0,0,At-Risk Customers
13032.0,0,At-Risk Customers
13033.0,1,VIP Customers
13034.0,0,At-Risk Customers
13035.0,0,At-Risk Customers
13037.0,0,At-Risk Customers
13038.0,0,At-Risk Customers
13040.0,0,At-Risk Customers
13043.0,1,VIP Customers
13044.0,1,VIP Customers
13045.0,0,At-Risk Customers
13046.0,0,At-Risk Customers
13047.0,3,New/Occasional
13048.0,0,At-Risk Customers
13049.0,0,At-Risk Customers
13050.0,2,Loyal Regulars
13052.0,1,VIP Customers
13055.0,0,At-Risk Customers
13058.0,0,At-Risk Customers
13059.0,1,VIP Customers
13060.0,1,VIP Customers
13061.0,0,At-Risk Customers
13062.0,1,VIP Customers
13064.0,0,At-Risk Customers
13065.0,1,VIP Customers
13066.0,0,At-Risk Customers
13067.0,0,At-Risk Customers
13068.0,0,At-Risk Customers
13069.0,2,Loyal Regulars
13070.0,1,VIP Customers
13072.0,1,VIP Customers
13075.0,0,At-Risk Customers
13077.0,0,At-Risk Customers
13078.0,2,Loyal Regulars
13079.0,0,At-Risk Customers
13080.0,1,VIP Customers
13082.0,3,New/Occasional
13083.0,0,At-Risk Customers
13085.0,1,VIP Customers
13090.0,2,Loyal Regulars
13091.0,0,At-Risk Customers
13092.0,0,At-Risk Customers
13093.0,3,New/Occasional
13094.0,3,New/Occasional
13095.0,0,At-Risk Customers
13097.0,3,New/Occasional
13099.0,0,At-Risk Customers
13101.0,1,VIP Customers
13102.0,2,Loyal Regulars
13103.0,0,At-Risk Customers
13104.0,0,At-Risk Customers
13106.0,0,At-Risk Customers
13107.0,0,At-Risk Customers
13108.0,1,VIP Customers
13109.0,0,At-Risk Customers
13110.0,3,New/Occasional
13113.0,2,Loyal Regulars
13115.0,0,At-Risk Customers
13116.0,0,At-Risk Customers
13117.0,3,New/Occasional
13118.0,0,At-Risk Customers
13120.0,1,VIP Customers
13121.0,1,VIP Customers
13122.0,0,At-Risk Customers
13124.0,3,New/Occasional
13126.0,3,New/Occasional
13127.0,0,At-Risk Customers
13130.0,0,At-Risk Customers
13131.0,0,At-Risk Customers
13132.0,1,VIP Customers
13133.0,1,VIP Customers
13134.0,0,At-Risk Customers
13136.0,3,New/Occasional
13137.0,3,New/Occasional
13138.0,0,At-Risk Customers
13139.0,3,New/Occasional
13140.0,0,At-Risk Customers
13141.0,3,New/Occasional
13142.0,0,At-Risk Customers
13144.0,1,VIP Customers
13145.0,0,At-Risk Customers
13146.0,0,At-Risk Customers
13147.0,0,At-Risk Customers
13148.0,3,New/Occasional
13149.0,0,At-Risk Customers
13151.0,1,VIP Customers
13153.0,0,At-Risk Customers
13155.0,0,At-Risk Customers
13157.0,0,At-Risk Customers
13158.0,0,At-Risk Customers
13159.0,0,At-Risk Customers
13160.0,0,At-Risk Customers
13161.0,1,VIP Customers
13162.0,0,At-Risk Customers
13165.0,0,At-Risk Customers
13166.0,1,VIP Customers
13167.0,0,At-Risk Customers
13168.0,0,At-Risk Customers
13169.0,0,At-Risk Customers
13170.0,0,At-Risk Customers
13171.0,0,At-Risk Customers
13173.0,0,At-Risk Customers
13174.0,3,New/Occasional
13176.0,0,At-Risk Customers
13177.0,0,At-Risk Customers
13178.0,3,New/Occasional
13182.0,0,At-Risk Customers
13183.0,3,New/Occasional
13184.0,3,New/Occasional
13185.0,1,VIP Customers
13186.0,0,At-Risk Customers
13187.0,1,VIP Customers
13188.0,0,At-Risk Customers
13189.0,0,At-Risk Customers
13192.0,0,At-Risk Customers
13193.0,0,At-Risk Customers
13194.0,0,At-Risk Customers
13196.0,0,At-Risk Customers
13198.0,3,New/Occasional
13199.0,2,Loyal Regulars
13200.0,0,At-Risk Customers
13203.0,0,At-Risk Customers
13207.0,0,At-Risk Customers
13208.0,0,At-Risk Customers
13209.0,3,New/Occasional
13210.0,0,At-Risk Customers
13211.0,0,At-Risk Customers
13212.0,0,At-Risk Customers
13213.0,0,At-Risk Customers
13216.0,1,VIP Customers
13217.0,0,At-Risk Customers
13218.0,0,At-Risk Customers
13220.0,0,At-Risk Customers
13221.0,1,VIP Customers
13223.0,1,VIP Customers
13224.0,0,At-Risk Customers
13225.0,3,New/Occasional
13226.0,1,VIP Customers
13227.0,1,VIP Customers
13228.0,0,At-Risk Customers
13229.0,1,VIP Customers
13230.0,3,New/Occasional
13232.0,3,New/Occasional
13233.0,0,At-Risk Customers
13235.0,1,VIP Customers
13236.0,0,At-Risk Customers
13238.0,0,At-Risk Customers
13239.0,1,VIP Customers
13240.0,0,At-Risk Customers
13242.0,0,At-Risk Customers
13243.0,1,VIP Customers
13244.0,0,At-Risk Customers
13245.0,0,At-Risk Customers
13246.0,3,New/Occasional
13247.0,0,At-Risk Customers
13248.0,0,At-Risk Customers
13249.0,0,At-Risk Customers
13253.0,1,VIP Customers
13255.0,0,At-Risk Customers
13258.0,0,At-Risk Customers
13259.0,0,At-Risk Customers
13260.0,0,At-Risk Customers
13261.0,1,VIP Customers
13262.0,1,VIP Customers
13263.0,2,Loyal Regulars
13265.0,0,At-Risk Customers
13266.0,3,New/Occasional
13267.0,2,Loyal Regulars
13268.0,3,New/Occasional
13269.0,3,New/Occasional
13270.0,1,VIP Customers
13271.0,0,At-Risk Customers
13272.0,0,At-Risk Customers
13273.0,0,At-Risk Customers
13276.0,0,At-Risk Customers
13277.0,0,At-Risk Customers
13278.0,0,At-Risk Customers
13279.0,0,At-Risk Customers
13280.0,0,At-Risk Customers
13282.0,0,At-Risk Customers
13283.0,0,At-Risk Customers
13284.0,1,VIP Customers
13285.0,3,New/Occasional
13291.0,1,VIP Customers
13292.0,0,At-Risk Customers
13294.0,1,VIP Customers
13295.0,1,VIP Customers
13296.0,0,At-Risk Customers
13297.0,0,At-Risk Customers
13298.0,0,At-Risk Customers
13299.0,1,VIP Customers
13300.0,1,VIP Customers
13301.0,0,At-Risk Customers
13302.0,1,VIP Customers
13304.0,1,VIP Customers
13305.0,3,New/Occasional
13307.0,0,At-Risk Customers
13308.0,0,At-Risk Customers
13309.0,0,At-Risk Customers
13310.0,0,At-Risk Customers
13311.0,0,At-Risk Customers
13313.0,0,At-Risk Customers
13314.0,0,At-Risk Customers
13316.0,3,New/Occasional
13317.0,3,New/Occasional
13318.0,0,At-Risk Customers
13319.0,2,Loyal Regulars
13320.0,0,At-Risk Customers
13321.0,0,At-Risk Customers
13322.0,0,At-Risk Customers
13323.0,0,At-Risk Customers
13324.0,3,New/Occasional
13325.0,0,At-Risk Customers
13327.0,3,New/Occasional
13328.0,1,VIP Customers
13329.0,0,At-Risk Customers
13330.0,0,At-Risk Customers
13332.0,0,At-Risk Customers
13334.0,3,New/Occasional
13336.0,0,At-Risk Customers
13338.0,1,VIP Customers
13339.0,1,VIP Customers
13340.0,2,Loyal Regulars
13341.0,1,VIP Customers
13343.0,1,VIP Customers
13344.0,0,At-Risk Customers
13345.0,1,VIP Customers
13347.0,0,At-Risk Customers
13348.0,0,At-Risk Customers
13349.0,0,At-Risk Customers
13350.0,0,At-Risk Customers
13351.0,0,At-Risk Customers
13352.0,0,At-Risk Customers
13354.0,0,At-Risk Customers
13355.0,0,At-Risk Customers
13356.0,0,At-Risk Customers
13357.0,1,VIP Customers
13358.0,1,VIP Customers
13359.0,0,At-Risk Customers
13362.0,3,New/Occasional
13363.0,0,At-Risk Customers
13364.0,0,At-Risk Customers
13365.0,0,At-Risk Customers
13366.0,0,At-Risk Customers
13368.0,1,VIP Customers
13369.0,1,VIP Customers
13370.0,1,VIP Customers
13372.0,0,At-Risk Customers
13373.0,3,New/Occasional
13375.0,0,At-Risk Customers
13376.0,0,At-Risk Customers
13379.0,0,At-Risk Customers
13381.0,3,New/Occasional
13382.0,1,VIP Customers
13384.0,3,New/Occasional
13385.0,1,VIP Customers
13388.0,0,At-Risk Customers
13389.0,0,At-Risk Customers
13390.0,0,At-Risk Customers
13391.0,1,VIP Customers
13394.0,3,New/Occasional
13395.0,1,VIP Customers
13396.0,0,At-Risk Customers
13397.0,0,At-Risk Customers
13398.0,1,VIP Customers
13402.0,0,At-Risk Customers
13403.0,0,At-Risk Customers
13404.0,0,At-Risk Customers
13405.0,0,At-Risk Customers
13410.0,0,At-Risk Customers
13411.0,0,At-Risk Customers
13414.0,0,At-Risk Customers
13416.0,0,At-Risk Customers
13417.0,0,At-Risk Customers
13418.0,2,Loyal Regulars
13419.0,0,At-Risk Customers
13420.0,1,VIP Customers
13421.0,0,At-Risk Customers
13422.0,0,At-Risk Customers
13425.0,0,At-Risk Customers
13426.0,3,New/Occasional
13427.0,0,At-Risk Customers
13428.0,0,At-Risk Customers
13429.0,0,At-Risk Customers
13430.0,0,At-Risk Customers
13431.0,0,At-Risk Customers
13434.0,0,At-Risk Customers
13435.0,3,New/Occasional
13436.0,0,At-Risk Customers
13437.0,3,New/Occasional
13439.0,1,VIP Customers
13441.0,0,At-Risk Customers
13447.0,0,At-Risk Customers
13448.0,3,New/Occasional
13449.0,0,At-Risk Customers
13450.0,3,New/Occasional
13451.0,3,New/Occasional
13452.0,1,VIP Customers
13453.0,1,VIP Customers
13455.0,0,At-Risk Customers
13456.0,3,New/Occasional
13458.0,2,Loyal Regulars
13460.0,0,At-Risk Customers
13461.0,0,At-Risk Customers
13462.0,1,VIP Customers
13464.0,0,At-Risk Customers
13466.0,1,VIP Customers
13467.0,0,At-Risk Customers
13468.0,2,Loyal Regulars
13470.0,0,At-Risk Customers
13471.0,3,New/Occasional
13473.0,0,At-Risk Customers
13474.0,1,VIP Customers
13475.0,1,VIP Customers
13476.0,1,VIP Customers
13477.0,0,At-Risk Customers
13479.0,1,VIP Customers
13481.0,0,At-Risk Customers
13482.0,1,VIP Customers
13483.0,0,At-Risk Customers
13484.0,1,VIP Customers
13485.0,1,VIP Customers
13486.0,0,At-Risk Customers
13487.0,0,At-Risk Customers
13488.0,2,Loyal Regulars
13489.0,0,At-Risk Customers
13491.0,3,New/Occasional
13492.0,0,At-Risk Customers
13493.0,1,VIP Customers
13494.0,1,VIP Customers
13495.0,3,New/Occasional
13496.0,0,At-Risk Customers
13497.0,1,VIP Customers
13499.0,0,At-Risk Customers
13500.0,0,At-Risk Customers
13501.0,1,VIP Customers
13502.0,0,At-Risk Customers
13503.0,0,At-Risk Customers
13504.0,0,At-Risk Customers
13505.0,3,New/Occasional
13506.0,1,VIP Customers
13507.0,3,New/Occasional
13508.0,1,VIP Customers
13509.0,0,At-Risk Customers
13510.0,0,At-Risk Customers
13512.0,1,VIP Customers
13513.0,0,At-Risk Customers
13514.0,0,At-Risk Customers
13515.0,0,At-Risk Customers
13516.0,0,At-Risk Customers
13517.0,0,At-Risk Customers
13518.0,0,At-Risk Customers
13519.0,0,At-Risk Customers
13520.0,3,New/Occasional
13521.0,0,At-Risk Customers
13522.0,0,At-Risk Customers
13523.0,3,New/Occasional
13524.0,0,At-Risk Customers
13525.0,0,At-Risk Customers
13527.0,3,New/Occasional
13529.0,0,At-Risk Customers
13531.0,1,VIP Customers
13532.0,0,At-Risk Customers
13533.0,1,VIP Customers
13534.0,2,Loyal Regulars
13536.0,3,New/Occasional
13538.0,0,At-Risk Customers
13539.0,0,At-Risk Customers
13544.0,0,At-Risk Customers
13546.0,0,At-Risk Customers
13548.0,0,At-Risk Customers
13549.0,0,At-Risk Customers
13551.0,1,VIP Customers
13552.0,3,New/Occasional
13555.0,3,New/Occasional
13557.0,0,At-Risk Customers
13558.0,0,At-Risk Customers
13560.0,0,At-Risk Customers
13561.0,1,VIP Customers
13562.0,0,At-Risk Customers
13563.0,0,At-Risk Customers
13564.0,0,At-Risk Customers
13565.0,0,At-Risk Customers
13566.0,0,At-Risk Customers
13568.0,1,VIP Customers
13569.0,0,At-Risk Customers
13570.0,1,VIP Customers
13571.0,3,New/Occasional
13572.0,1,VIP Customers
13573.0,0,At-Risk Customers
13575.0,0,At-Risk Customers
13576.0,2,Loyal Regulars
13577.0,0,At-Risk Customers
13579.0,0,At-Risk Customers
13581.0,1,VIP Customers
13583.0,1,VIP Customers
13584.0,1,VIP Customers
13587.0,0,At-Risk Customers
13588.0,3,New/Occasional
13589.0,0,At-Risk Customers
13590.0,3,New/Occasional
13591.0,0,At-Risk Customers
13592.0,0,At-Risk Customers
13593.0,0,At-Risk Customers
13594.0,0,At-Risk Customers
13596.0,0,At-Risk Customers
